best_title	translated
交通事故,一次性赔偿由保险公司支付还是车主	交通事故,由保险公司或业主支付一次性补偿
中*人寿保险，保险合同签收当日可以办理退保吗	*在人寿保险中,保险合同签收当天处理保护撤退
泰康保险合同刚拿上想退,回执未签字,能退吗?	泰康人寿保险合同取想要返回,返回收据没有签字,你可以退款吗?
建行富德理财保险过了犹豫期2天还能全额退款吗	建行fuld犹豫期2天的金融保险也可以全额退款
车祸负全责.对方车辆维修的费用保险有赔吗	对汽车事故承担全部责任。
网上可以买到长期意外保险吗？	网上可以买意外保险很长一段时间吗?
车祸我小腿骨折,对方全责,花了10万多自己垫付钱,伤残10几,对方得赔偿多钱	车祸我小腿骨折,另一方只,花了100000多的钱支付他们的帐户,禁用10几个,另一方应支付多少钱
异地支取保险需要什么手续	撤军过程以外的保险
医保新政策异地医保怎么报	新的卫生政策不同的卫生保健
保险有哪些险种	有哪些类别
在三水买了房子可以办本地医保吗	在三水区买房子可以做当地报道
生育险到账有时间限制去取吗	有没有时间限制生育危险张吗
新*区失业金到哪部门办理。	新*地区失业部门处理。
领失业金期间医疗保险是职工医疗吗	初请失业金人数在职工医疗的医疗保险
什么是财产保险的核保	什么是财产保险承保
单位以变更单位名称为由拒交失业险合理吗	单位改名拒绝缴纳失业保险是合理的
新车出险一次金额不大第二年保险有影响吗	新车或摆脱危险的少量的第二年的保险生效
社会保障体系的总体框架是什么	社会保障体系的总体框架是什么
单位里所谓的五险一金。都是缴纳给保险公司吗？	所谓的五种社会保险和住房公积金单位之一。
退保时随便提供个账号就可以吗?	你可以提供一个帐户投降?
公司给办五险可以看到我的户籍资料么	公司要做五个保险可以看到我的户籍信息
自由职业交的社保可以开单位名称的发票吗	自由职业者缴纳社保可以打开发票单位名称
社保上交到单位，但单位没有上交怎么办	由于社会保障的单位,但是单位不支付
已经交养老保险的在就业还需要扣五险一金吗	已经缴纳养老保险和就业需要扣五种社会保险和住房公积金
中华保险理赔,伤残者应准备什么材料	中国的保险索赔,残疾人应该准备什么材料
生育金和工伤保险不交了可以退吗?	轴承黄金和不支付工伤保险退还?
我已经辞职了发现公司没给上生育险该怎么办	我辞去了工作已经发现,该公司没有生孩子危险我应该做些什么
没驾照可以买车么并上保险么	没有驾照是一辆车在姚明和保险
食品安全责任强制保险与食品安全责任保险是不是一样	食品安全责任强制保险和食品安全责任保险是一样的
女方没有工作男方的生育金报销吗	女人没有男人婴儿黄金报销工作
下岗了单位还收失业金也没发失业金哪？失业金是干什么用途的？	也下岗单位收到失业救济金也不发失业救济金吗?
单位半途中不给续交失业险怎么办	单位不给缴纳失业保险
养老保险从中卫转中宁怎么办理	养老保险转移的中后卫宁如何处理
异地医疗保险如何办理	如何处理不同的医疗保险吗
企业职工养老保险自己可以多缴吗	企业职工养老保险可以自己支付
赫赛订在宁*居民医保如何报销	赫赛汀如何成为一个更好的*居民医保报销吗
顺德失业保险手续齐全几天到帐	顺德失业保险手续齐全了几天的帐户
农村养老保险可以在网上支付吗	农村养老保险可以在网上支付
基本险与外来务工险的区别	基本的区别和外来风险
交通肇事罪负主要责任保险公司赔偿能按全责赔付吗	主要负责交通事故保险将支付按全部责任
在公司六年养老保险没给交主动离职还有什么补偿？	在六年的养老保险公司没有给/主动离开什么补偿?
新农村社保卡不见了。怎么报销	新农村社会保障卡不见了。
不缴五险的单位把工人回掉了有补贴吗	工人们不付五保险业务补贴后退
十五年前一次性缴纳社保算数吗	15年前支付社保数
闯红灯造成对方车辆受损,保险公司会陪吗?	红光损害对方车辆,保险公司将陪同吗?
出院医疗保险，保险公司转卡，可我想要现金可以吗	医院的医疗保险,保险公司卡,但我要现金
代位追偿结果对责任方有什么损失吗？他交的钱保险公司还给报销吗？	的代位追偿责任损失的结果吗?
基本保险金额是什么意思	基本保险金额是什么意思
女方生育险在产前一个月停止，可以用男方的报销吗	她一个月前停止生育风险,您可以使用还款的人
我己拿失业金后公司上班没交养老金辞退后公司是否要补偿养老金	我有失业救济金,公司工作不支付养老金解雇,公司是否补偿养老
生育保险报销资料由股长复审,审查什么	生育保险报销,审核,材料审核
公司未注册不签劳动合同不买社保能找劳动仲裁吗？	公司是注册不签订劳动合同可以不买社保劳动仲裁呢?
达到退休年龄但未交社保会有退休金吗	达到退休年龄但没有支付社会保障养老金
女方生育险在产前一个月停止,可以用男方的报销吗	她一个月前停止生育风险,您可以使用还款的人
我在厂里上班没辞职，又找了另外一个厂这样社保公积金还能交上去吗？	我在工厂工作不辞职,再找到另一个工厂,社保公积金还可以交吗?
买车购置税怎么算,我买1.8排22,78万应交多少	汽车税,如何计算我有多想买1.8行22,78应付
失业金没有身份证可以签到吗	失业救济金没有身份证登录
意外险在旅游时因骨质疏松症并发症骨折,保险公司理赔吗	伤亡旅游由于骨质疏松骨折并发症,保险公司索赔
五险一金是什么意思？五险一金要交多少年？	的意义是什么五个社会保险和住房公积金?
农村户口满60岁怎样一次性购买养老保险?	农村户口如何年满60岁一次性买养老保险吗?
强制险被别人买了,找不到别人该怎么办	强制保险被别人买走,找不到别人该做什么
刚买平安保险不久能全额退款吗	买保险很快全额退款
单位交的生育险生之前需要办理什么	单位缴纳生育险在出生之前,需要处理
自己有社保如何在公司里转正需要什么手续	他们有一个社会保障如何成为正式成员的公司需要什么手续
购买了工商银行双全福利保险可以退保吗	可以买两个工商银行福利保险投降吗
失业6个月后还可以办失业险吗	失业六个月后还可以申请失业保险
领失业金期间退休,失业金多发一个月,能不能退	初请失业金人数在退休、失业救济是一个月,不能回去
个体户主可以在别人的公司交社保金吗	个人业主可以在别人的公司缴纳社保
车辆出险后拒赔，第二次再次报案还能理赔吗？	车后拒赔或危险,第二个报告又可以索赔?
快速理赔后被保险人全责不赔付怎么办	快速调整后被保险人完全不支付
重大疾病保险到80岁如何办理返还手续	重大疾病保险的80岁高龄的如何处理手续的回报
社保单位交多少个人交多少个人交248元单位交多少？	社会保险单位缴纳个人单位支付个人缴纳248元人民币支付吗?
保险代理人的工作职责是什么?	保险代理人的工作是什么?
报了少儿互助还能报学平险吗?需要什么手续	在孩子们的合作也将平的风险?
老人给孙*买保险己交钱，一样有效证件都没提供，才一天，能退款吗	老人买了太阳*保险支付钱,没有提供有效证件,一天,你可以退款
保险合同不是投保人本人签字的，合同有效吗？	保险合同的签名不是投保人,合同有效吗?
辞职后还需可以继续交工商保险吗	辞职后还需要继续缴纳商业保险
宁*不交养老保险的60岁后还给补贴吗	*比60岁后支付养老保险补贴
工伤七级如果公司不干了,怎么赔我	工伤七如果公司辞职,如何补偿我
外来人员辞退后自己能不能交社保	局外人能辞职后缴纳社会安全
小*车一年未买保险怎么续保	每年多少*汽车没有买保险更新吗
父母年龄60岁以上河*农村户口未交过保险有什么养老保险种类可以交的吗	父母年龄超过60河*农村户口不支付保险什么类型的养老保险可以交付
员工拿到失业金后可以索讨单位补偿金么	员工获得失业救济金之后可以准确的单位赔偿
五险跨省可以从新交吗？	五个省可以从新加坡?
打工老板买集体保险工地发生意外受害着能拿到保险吗	为老板工作网站购买集体保险事故受害者可以得到保险
领完失业金交三个月生育险就生产了有生育补贴吗	领失业生育保险支付三个月后生产有生育补贴
货车有贷款，保险必须要在车队上吗？	卡车有贷款,保险必须在团队吗?
犹豫期内退保。申请书上面需要业务经理签字。可以代签吗	犹豫期投降。
在农行稀里糊涂的办了华夏保险犹豫期退保什么时候到账	在雾中中国保险犹豫地问题上的投降时到来
单位裁员后怎么办理失业保险?不能超过多长时间?	单位削减后如何应对失业保险吗?
在单位上班要多久生孩子才有生育补贴	要多长时间到达工作单位有孩子是生育津贴
退款成功后运费险没有到账怎么办	退款成功后运费保险不张
办太平洋保险需要户口本吗	太平洋保险需要户口本
天猫退款一栏没体现还能退运费险了吗	没有反映出淘宝商城退款列还可以退运费保险
工伤鉴定所鉴定十级残疾保险公司怎么赔偿	工伤鉴定评估十级残疾保险公司如何弥补
城镇居民自己交的社保退休时如何计算退休金？	城市居民自己社保退休金支付时如何计算?
对方全责我的交强险保单不见了,保单号可以么	另一方完全我的保险政策,政策数量
养老保险未交满五年可以补交吗?	养老保险可以不缴纳满五年回来?
银行买泰康人寿保险（分红型）的理财产品到期怎么样分红	银行购买泰康人寿保险(分红)的金融产品如何分红
保单生效日期和起保日期的区别	政策生效日期,确认日期之间的区别
交强险赔偿范围，自己开车把护栏撞坏应该怎么办	保险赔偿范围、驱动器崩溃障碍应该如何去做
离婚财产申保费退吗	离婚财产”保费退款
缴纳一年的保险费工亡补偿金是多少	缴纳的保险费是多少一年的劳动补偿吗
强险里面到底有三者吗?	三个强有力的风险如何?
40,50自己上保险应准备什么材料	应该准备什么材料40、50在你的保险
失业后向谁要失业费？	失业后应该向谁失业费用吗?
学生交的意外伤害保险单身份号不对怎么办	学生支付意外伤害保险单身份证号码是错误的
新*农村户口可以一次性领失业金吗	*新农村户口可以一次性申请失业救济人数
护理的反本型建康险是什么意思	处理这种类型的医疗保险是什么意思
重大疾病保险到80岁如何办理返还手续	重大疾病保险的80岁高龄的如何处理手续的回报
万能险买15年好还是20年好	万能保险15年或20年好
退休后，我能领取多少社保养老金	我有多可以买社保退休后养老金吗
新农合去年没交今年是否可以交	今年新农去年没有付,如果我可以支付
一次性伤残补助申请上交后多长时间能收到补助金?	要多长时间才能一次性伤残应用程序接受资助?
交了三年零三个月失业金能拿多少钱？	移交三年三个月的失业救济金可以得到多少钱?
自己交医疗报险怎么交	自己如何交付健康风险
农保和成保有什么区别	有什么区别农业保险和维护
什么是团体保险，团体人寿保险的险种包括哪些	什么是团体保险、团体人寿保险覆盖范围包括什么
农银宝一号在犹豫期退保如何办理	农业银行宝在犹豫期前如何处理一个数字
同等责任事故车损理赔在投保公司理赔就可以吗?	平等的责任事故CheSun要求保险公司索赔了吗?
保险公司不履行代位追偿怎么办	保险公司不履行代位复苏
社会保买几年	社会保险购买几年
什么保险投保人可以随机选择缴费方式和缴费期间	什么样的保险投保人可以选择随机在方式和付款
如果退保险能损失多少、谢谢	如果退还保险能损失多少,谢谢
城镇居民交通事故十级，对方有交强险怎么赔偿？抚养费怎么计算？	城市交通事故十个步骤,彼此有保险金吗?
干满6年半大约能领多少失业金	干燥与六年半就会带来很多好处
失业金交了47个月可以领多少	可以获得失业救济金47个月多少钱
车有全险车祸造成受害人死亡的我们负主要责任保险工司怎么理赔	汽车一切险死亡车祸的受害者索赔我们主要负责保险公司
城镇居民医疗保险报销比例是多少	城镇居民医疗保险报销比例是多少
个人所得税怎么交	如何缴纳个人所得税
人身保险的受益人可以是非亲属关系的人吗	人身保险的受益人可以相关
招商信诺推出的Vip国际医疗险有哪些特点？	招商信诺Vip的国际卫生保健的特点是什么?
失业金领取	失业救济金领取
新华保险祥和万家和健康福星哪个好	新华保险和和平,健康和融合
吉利相伴a款两全保险分红型包括里面有意外险吗	吉利养老保险公司分红,包括内部有伤亡
不计免赔特约与不计免赔责任险有什么区别	没有没有危险责任的特许经营的特约避免补偿有什么区别
车子买了交强险,缴车船税时需要保险单吗?	当汽车买保险的需要,支付汽车保险政策?
国家规定现在低保家庭成员要买意外险吗?	现在国家规定低家人买保险吗?
中*平安保险里的尊越人生与尊御人生哪个好	*生活在平安保险的雕像和皇家生活的美好
天安人寿天保盈之富贵年年这个怎么买	天安生活如何购买的天保盈繁荣的一年
保险到期后可以一次取出吗	保险到期一次可以删除
个人养老保险如何转到新单位,需要什么手续	如何将新单位的个人养老保险,需要哪些手续
伤残等级评定后需要多长时间才能获得理赔	伤残等级后要多长时间才能索赔
在工行买华夏人寿财富一号两全保险c款如何退	在工商银行购买华夏生活财富养老保险c如何返回一个数字
强制险那个伤残费不满一万咋报	强制保险,ShangCanFei少于一万咋
中国人寿保险公司刚新推出的鑫如意好不好？纠结	中国人寿保险公司刚刚推出了一个新鑫运气吗?
我26岁，买平安福综合保障计划一年交多少钱	我26岁,买综合保障计划每年支付多少钱
保险合同被保险人的名字不确认怎么办	保险合同被保险人的名称不确定
新华保险吉祥如意的满期领取需要些什么	新华保险到期收到什么需要运气
如何以个人的名义缴纳养老保险可否一次性缴纳	的名义个人如何缴纳养老保险支付吗
万能险的高额件是什么意识	高意识的全民覆盖是什么
强制险有法两个公司一起上吗	强制保险补贴这两家公司在一起
车辆未年检,可以互碰自赔吗?	车辆年检,可以触摸的补偿吗?
交强险务工费能赔多少	补偿费用保险工作呢
保险公司是否有追缴保费义务	保险公司已经恢复,保险费的义务
幸福福*宝*号两全保险犹豫期内退保收多少钱	养老保险幸福f * *宝犹豫期你收费多少投降
已买商业不计免赔车险`还要自己赔钱吗	我们必须购买商业不包括特许经营车险的还花自己的钱
合众人寿是不是倒闭了	现代生活是封闭的
商品车运输途中出险了，保险公司怎么走保险流程	转口货物车或摆脱危险,保险公司如何获得保险过程
失业金领完后如无就业还可领取吗	如果没有就业失业后,金陵还可以接受
离职后一年离职合同才下来国家给事业险吗	一年之后离开只有国民离开职业风险的合同
我把别人的车撞了,第三责任险能赔偿吗	我有别人的车撞了,第三可以赔偿责任
之前辞职后社保卡丢了,一直没补,现在单位要社保卡报医疗费怎么办	辞职之前社保卡丢失,没有填写,单位应该现在社会保障卡医疗费用
农业户口可以买社保吗在平*山可以吗	农业户口可以买社保请在平*山
年总奖7500能缴纳多少个人所得税	年总奖7500多少缴纳个人所得税
没有土地住房工作非农户能享受五险_金吗	没有土地的房地产工作的农民可以享受5 _黄金的风险
我想买份保险！但不懂什么叫保险！也不知道什么是保险	我想买保险!
协议存款属于一般存款吗?是否享受保险制度	一般存款协议存款属于?
本车驾驶人的人身伤亡可否获得交强险赔偿	默认的司机的人身伤亡保险金
鞍钢退休职工想办理异地就医到什么地方办?地址在哪？	鞍山退休工人想处理这段漫长的距离到达的地方去看医生做什么?
住院医保报销完后可以改为自费报销吗	医疗保险报销后,我们可以在他自己的费用报销
人保第三者险小车第三年交多少	多么危险的第三方保险车辆在第三年的付款
汽车发动机进水为何保险公司不赔偿	汽车发动机为什么保险公司不赔偿
收到保单，但还在犹豫期怎么退保	收到的政策,但还在犹豫期如何投降
中*平安的智胜人生万能险？有什么优缺点	*和平智胜万能人寿保险?
退款成功后运费险没有到账怎么办	退款成功后运费保险不张
招商信诺少儿险产品的特色是什么？	招商信诺的特点小危险是什么产品?
买信诺重大疾病险要体检吗？	它受到一个医学信诺买重大疾病?
车辆静止发生人员伤亡三责险赔吗	汽车静态伤亡发生在三个主要的风险补偿
老人适合买什么险种	老人买什么险
买车要买商业险这个险种是起什么作用的	一辆车购买商业风险这一险种的功能是什么
招商信诺大病险保障的范围是什么？	什么是招商信诺破旧的大范围的安全?
船舶的保险是以什么样的形式存在的？？	航运保险存在的形式是怎样的? ?
社区大病统筹和人寿医疗保险有冲突吗	社区作为一个整体和大病医疗保险的生活有冲突
刚买10天的泰康人寿幸福人生b款现在急需钱退款的话要几天?	刚买了10天泰康人寿的幸福生活b是急需钱退款几天?
车被盗找回，车辆受损保险理赔吗	汽车被盗,车辆损失保险索赔
公共责任险的特点是什么	公众责任保险的特点是什么
怎么购买重大疾病保险好？	重大疾病保险是什么?
机动车撞伤人至骨折保险公司该怎么赔偿	机动车撞骨折保险公司如何补偿
中*人寿防癌疾病保险内容怎么样	*生活癌症疾病保险的内容
人身保险投保前需要体检吗	需要一个医疗保险保险前
机动车购买的交强险发生了交通事故但架驶员没有架照保险公司应赔偿吗	有一个交通事故保险机动车购买但是没有齿条传动成员根据保险公司应该赔偿
法院判决七级伤残保险公司应按法院执行吗	法院判决7残疾保险公司应当根据法院进行
中国人寿保险国寿鸿盈两全保险的适用范围时什么	中国人寿养老保险ShouHong完整的范围
给女儿买了保险能不能换别的险种阿（平安保险）	给女儿买保险可以改变其他保险(平安保险)o
保险公司赔给一个人的受伤医药费，那笔钱是从哪来的？	保险公司赔偿受伤的人的医疗费用,这笔钱从何而来?
员工200元购买意外险,手指受伤告雇主,可以把保险公司也一起当被告起诉吗?	200元购买保险,员工对雇主手指受伤,当被告可以一起起诉保险公司?
走保险公司报销身份证复印件可以用吗	去保险公司报销可以使用身份证
交通事故出了一点青伤住院几天就可以出院了,保险公司应该赔偿多少钱	交通事故是有点绿色受伤住院几天可以出院了,保险公司应该赔偿多少钱
交通事故九级伤残负主要责任保险公司交强险能赔付多少，年龄66岁	主要负责交通事故9级伤残保险的保险公司可以支付多少,享年66岁
大拇指断了半截,100元管一年的意外险承保吗	拇指坏了,100元一年伤亡保险吗?
无证驾驶交强险理赔吗？保险公司理赔后还起诉车主吗:	无证驾驶保险索赔?
交通事故我全责,对方起诉我和保险公司还有货车的挂靠公司,我要负责吗?	交通事故我单纯,另一方起诉我货运和保险公司附属公司,我负责吗?
保险公司追偿是向车主还是肇事司机？	从保险公司的所有者或复苏司机吗?
中国人寿，国寿鸿盈两全保险（分红型）怎么样啊？	中国人寿保险,养老保险ShouHong盈余(分红)?
每个保险公司交强和车船税一样吗	每一个保险公司支付和汽车一样坚强
交通事故轮胎损坏保险公司赔偿问题	交通事故轮胎受损保险问题
农村九级伤残赔偿标准我父亲.因矿采煤塌陷至伤残九级应赔多少钱	农村9类禁用我的父亲补偿标准。
向保险公司申请八级伤残以后多长时间会到账	向保险公司申请多长时间到达后改变了残疾
海运保险的保障范围有哪些?海运保险的除外责任有哪些?	海洋保险?
异地事故报保险需要当时签纸档合同么	不同的地面事故报保险需要签署文件
投保空中运输保险有什么要注意的吗?投保空中运输保险注意事项有哪些?	航空运输保险需要注意什么?
外地开先天性的白内障农村医疗保险能报销吗	农村医疗保险报销的先天性白内障可以
单方事故司机重伤抢救费强制险给报销吗	单方面的司机事故救援费用强制保险报销
电梯把人夹伤了电梯的保险公司会理赔吗	电梯的电梯的保险公司索赔
没有驾驶本开车把车碰了保险赔吗	没有JiaShiBen开你的车去碰的保费
在工地干活摔伤没有劳动合同老板给交意外险怎么索赔怎样走程予	在建筑工地工作的伤害没有劳动合同的老板如何支付保险索赔流程如何走
小孩买的意外险,在急诊用的现金没发票怎么能报销	孩子购买保险,在急诊科用现金没有发票可以报销
自己不过小心撞凹台车保险公司会赔吗买了全保	丁车自己但是要小心购买一切险保险公司会赔偿你
工商银行幸福福盈宝在犹豫期内怎样退保	工商银行幸福祝福宝在犹豫期内如何投降
儿童医疗保险怎么办理?	如何应对儿童健康保险吗?
刚买的车，强制险标志丢了，能委托补办吗？	刚买了一辆车,失去了强制保险标的,可以委托补办吗?
寿险到期返回的款还受法律保护吗	人寿保险过期退货仍受法律保护
汽车保险理赔身份证丢失了怎么办	汽车保险索赔身份证丢失
海运保险是什么?海运保险有哪几种?	海上保险是什么?
10岁和家人打架后喝农药,算自杀吗,意外险能理赔吗	经过10年的年龄和家庭斗争喝农药,自杀,伤亡索赔
太*洋保险车子没有办理机动车行驶证可以理赔吗	太*保险没有办理汽车机动车驾驶执照可以索赔
取暖器引起的火灾可以申请家财险赔付吗	加热器火灾可以申请保险索赔
老师54被车子撞死,对方付全责,应该赔偿多少钱?	老师54被车撞了,对方付全部责任,应该赔偿多少钱?
请问商业重疾保险报案需要什么程序	商业大病保险,请报告需要什么手续
第三者责任险赔偿事故己方车辆维修费吗	第三者责任保险事故赔偿他们的车辆维修
保单没收到，保险昨天已生效，在异地能退吗	保险政策收到了,昨天是有效的,在长途可以退款
机票已经退保了那退款什么时候退	票已经投降时退还回来
购买商业保险用的是身份证复印件及户口本合法吗	买商业保险与身份证和户口本的法律
满期保险金是指返还之前交的保险费吗	保险是指返回期满前支付的保险费
到报废年限的机动车能交强险吗	能丢弃的机动车保险吗
人寿重大疾病保险投保人和被保险人不是同一个人可以吗	人生的重大疾病保险投保人与被保险人不是同一人
撞死人保险公司赔,个人还要赔吗	事故保险公司赔偿,个人需要补偿
意外险的死亡与残废赔偿有区别吗	有什么区别死亡和残疾的伤亡补偿
如果缴纳途中失业了呢？	如果你支付的工作吗?
凭什么证件办理异地医疗保险转移	处理移动远程医疗保险与文档
查间自己的保单。	检查他们的政策。
个人养老保险要怎么交，每月该交多少	个人养老保险待遇如何,工资一个月多少钱
交五险一金，可以领独生子女的补贴款吗？	五种社会保险和住房公积金,可以把独生子女奖励?
襄*失业金没有到账怎么办?	协助*失业救济金不张?
2016年一月份失业金发放了吗	2016年1月,失业支付
社保转交农保还能再交社保吗	农业保险社会保障转移支付社会安全吗
自己包活干自己受伤属意外伤害吗，医保能报吗	包工作自己受伤属于意外伤害、医疗保险能报
续交强险没有身份证复印件怎么办	继续支付保险没有身份证副本
办理失业金领取需要居委会出具什么文件	失业救济金的居委会出具任何文件
个人交养老保险到65岁死亡还能领到其余的吗?	个人缴纳养老保险的65岁高龄的死亡也可以休息?
四十五岁交社保还会交生育险吗	45岁支付社会保障将出生的危险
从没交费的养老保险可以申请注销吗	从来没有缴纳养老保险可以申请取消
社保隔了两年开始交什么时间激活	两年后社保/激活什么时间的开始
在单位断断续续上班几十年单位是不是必须交保俭	在单位,工作几十年必须保释浪费
换号退保要变更需要什么手续	改变他们的投降的过程改变
保险公司已定损但未赔付算不算出险	保险公司费用,但没有支付是不会或摆脱危险
车险快到期,先续保再维修划痕还是先修再续保哪种比较合	汽车保险即将到期,首先同意修复划痕或修复的更新了
没有拿到保单,办退保没有签退保申请能给退吗	没有购买保险的政策,做投降不能签署贷款申请退款
我调新单位档案没动能上养老保险吗	我调整了新单位养老保险文件没有动能
机场买的平安综合意外险保航班失事吗	机场买的平安综合灾害保险
合同到期辞职公司交的部份五险一金是否扣除	合同辞职公司支付五项社会保险和住房公积金部分扣除
女性满45岁可以办退休职工保险吗缴费15年了	45岁的女性做一个退休工人保险支付15年
单位买了重大疾病保险退休后能享受吗	单位购买重大疾病保险退休后可以享受
商业养老保险子女能继承吗怎么计算	商业养老保险的孩子可以继承如何计算
户口本上有几人就要交城镇医保吗	由于在城市户口本上几个人的医疗保健
人民币贬值对保险公司可有影响？	折旧影响的保险公司可以吗?
为什么强制保险交那么多钱才给保2000啊	为什么强制保险支付这么多钱来保护2000
在不同地方交失业保险领取失业金怎么领	在不同的地方缴纳失业保险领取失业福利
人寿*康*个人护理保险(万能型A款)什么意思？	生命* *个人护理保险(万能型)你什么意思?
医保才办不道一月意外受伤可以报吗	卫生保健不仅在一月份,伤害可以引用
开车碰到行人，致人受伤了，下一年保费有打析吗	开车遇到行人,受伤,明年溢价已经演奏分析
生存金领取与保单有什么影响	有什么影响的生存金和保险政策
意外保险报销药费吗？	意外保险报销吗?
生育保险补缴过后还能享受生育报销吗	生育保险支付后还可以享受生育报销
中*财产保险车辆强险理赔包括哪些	*含有强烈的财产保险汽车保险索赔
建筑企业的意外保险包括施工现场外的地方吗	构建企业意外保险包括建筑工地以外的地方
平安智胜人生终身寿险和农保冲突吗	智胜人生生活和农业维护和平的冲突
退休时单位没按特工种加工龄怎么办	当我退休的单位没有按代理和工龄
从异地转养老保价到本地接着买可以吗，需要那些手续？	从长途可以买养老保险到本地,需要的手续吗?
平安划痕险有不计免赔吗	和平没有特许经营风险
鸿运安行保险怎么样	鸿运做保险
刚买的保险保单需要跟踪吗？	刚买的保险政策需要跟踪?
到底有哪些常见的情况是车险不保的？	到底有哪些常见的情况是在汽车保险吗?
请律师与保险公司协调多久才能拿到钱	律师,请配合保险公司需要多长时间得到钱
单位交金社保卡资金什么时候到账	单位/社保金卡当基金账户
什么样的伤残可以起动交强险中的十一万	什么样的残疾可以开始保险在一百一十
固定合同到期公司不给续签有补偿金吗	固定合同公司没有更新他们的补偿
农村养老保险帐户钱存多了能退回吗	更多的钱可以返回农村养老保险帐户
鑫盛保险可以拿回本金吗	鑫盛主要保险可以收回
车险停交两年还能交上吗吗年审有影响吗	汽车保险在两年内你也可以让它仔细的影响力
团体人身意外伤害保险必须是员工吗?	团体人身意外保险必须是员工吗?
单位没交社保，自己交的，怎么办	单位没有缴纳社保,工资如何
工作满10年，公司不续约，赔偿？还是补偿？	工作满10年,该公司不续约,补偿?
意外受伤新农合和保险公司可以都报销吗?	新农民和意外伤害保险公司能报销吗?
不是保险公司的人买卖保险,也没有保险单,能买吗	没有人购买和出售保险,没有保险,你可以购买
非农产业户34岁可以交社保吗?如何交	非农产业,34岁的家庭可以提供社保吗?
只交五险老了可以领多少钱	只有五个保险旧可以得到很多钱
月尾能否办理失业保险	是否每个月处理失业保险
车辆不年检不买保险可以上高速吗	不能在车辆年检不买保险吗
37的女人,买保险,疾病养老的，什么险种适合我	37岁女性,购买保险,养老,对我什么风险
强保跟全保必须的一个人的身份证吗	覆盖所有风险都必须是一个强有力的人的身份证
关于新车的保险在网上买还是在保险业务员或是公司柜台买	新汽车保险在线或在柜台或公司购买保险推销员
太*人*少*守护一生保险怎么样	太* * *少保护人寿保险
中国平安保险的金裕人生可以报销住院费吗?	中国平安保险(ping an insurance)金余生活住院可以报销吗?
百年人人寿保险犹豫期是多长时间	一百人人寿保险犹豫期长
国寿鸿盈两全保险分红型是一款怎样的险种	ShouHong养老保险的分红是一个什么样的风险
招商信诺重疾险包括哪些重大疾病？	什么是招商信诺的重大疾病的风险严重的疾病吗?
想给孩子入保险哪个公司险种比较好	哪个公司想给他们的孩子到保险比较好
买得人寿的学平险被狗咬了可以报多少?	平的生活购买风险被狗咬伤,可以报价吗?
请问一下，我买的是泰康人寿幸福人生A款终身年金保险（分红型），这个有没有什么风险？？？？	对不起,我买的是泰康人寿幸福生活——一个终身年金保险(分红),有什么风险呢? ? ? ? ? ? ? ? ? ? ? ?
女三十岁，平安的鑫祥和智胜人生万能险哪个适合我?	女性30年,鑫的和平与和平智胜万能险适合我吗?
合作医疗保险转市报销需要什么手续	合作医疗保险报销,需要什么手续
汽车强保死亡赔十万如果受伤住院赔多少	强大的汽车保险死亡补偿补偿多少数千如果受伤住院
中国人寿的瑞鑫保险适合1岁以内的孩子吗	瑞鑫中国人寿保险适用于1岁内的孩子
我的工伤发票掉了，能够补回来吗？	我把发票的工伤,可以修复吗?
低保人群的意外伤害保险卡丢了可以补吗	低收入人群可以填补意外伤害保险卡丢失
20岁以上的人无身份证只用户口本办保险能成保吗?	20岁以上的男性和女性,没有身份证。
医疗保险中断了咋办啊没法补	医疗保险中断,无法修复
中邮人寿保险公司的中邮富富余1号两全保险，有人买过吗？咋样？	在人寿保险公司寄邮件丰富养老保险没有。
商业车险如何计算	商业汽车保险如何计算
汽车只交了强制险撞到人在医院花了五千能报吗?	汽车强制保险只打人在医院花了五千能报吗?
六十五岁以前可以补交养老保险吗?	六十五岁可以支付养老保险吗?
平安大病保险所保大病有哪些	和平的大病保险确认什么是一个严重的疾病
私家车托运保险必须上吗？	私家车在保险必须检查吗?
每年要到什么时候才可以申请大病保险	每一年,直到什么时候可以申请大病保险
保单签过了，钱还没扣走可以退保吗？	保单签署,钱没有可以删除扣吗?
领取工伤保险金需要什么手续	工伤保险需要什么手续
五十岁养老险怎么买	五十岁如何购买养老保险
有社保报销了,那人身意外险也能否报销	有一个社会保障费用,人身保险能报销吗
买保险才两年五十岁能退休吗	买保险只两年50岁就可以退休
有没有专门保交通意外的保险？	你有什么特别的保护交通事故保险吗?
我上班2个月辞职公司不给我保险金怎么办	我工作2个月退出该公司没有给我保险
31号辞职次月保险公司该缴纳吗	31日辞职后,保险公司应支付
以前交过保险也有卡转保险需要带身份证吗	支付保险之前也有保险需要带身份证
农行养老保险两年到期后能否取钱	养老保险将农业银行取钱后由于两年了
新车出险一次第二年会有影响吗	新的薪酬第二年会有影响力
购买汽车保险应该遵循哪些原则	买汽车保险应遵循的原则
建筑公司退场,工伤保险可以退吗	建筑公司退出,工伤保险退还
领取死亡赔偿金在哪领	在哪里可以接收死亡补偿选择
银行保人有效期是多久	申请人银行的有效期多长时间
距退休一年半时间能否停交五险	从退休一年半时间可以停止五险
买少儿大病险一定要加分红险吗？	买孩子的大渗流路径必须增加分红保险?
